x,y
0.0,0.0
0.0,0.3389830508474576
0.0,0.6779661016949152
0.0,1.0169491525423728
0.0,1.3559322033898304
0.0,1.694915254237288
0.0,2.0338983050847457
0.0,2.3728813559322033
0.0,2.711864406779661
0.0,3.0508474576271185
0.0,3.389830508474576
0.0,3.7288135593220337
0.0,4.067796610169491
0.0,4.406779661016949
0.0,4.745762711864407
0.0,5.084745762711864
0.0,5.423728813559322
0.0,5.762711864406779
0.0,6.101694915254237
0.0,6.440677966101695
0.0,6.779661016949152
0.0,7.11864406779661
0.0,7.4576271186440675
0.0,7.796610169491525
0.0,8.135593220338983
0.0,8.47457627118644
0.0,8.813559322033898
0.0,9.152542372881356
0.0,9.491525423728813
0.0,9.83050847457627
0.0,10.169491525423728
0.0,10.508474576271187
0.0,10.847457627118644
0.0,11.1864406779661
0.0,11.525423728813559
0.0,11.864406779661017
0.0,12.203389830508474
0.0,12.54237288135593
0.0,12.88135593220339
0.0,13.220338983050848
0.0,13.559322033898304
0.0,13.898305084745761
0.0,14.23728813559322
0.0,14.576271186440678
0.0,14.915254237288135
0.0,15.254237288135592
0.0,15.59322033898305
0.0,15.932203389830509
0.0,16.271186440677965
0.0,16.610169491525422
0.0,16.94915254237288
0.0,17.28813559322034
0.0,17.627118644067796
0.0,17.966101694915253
0.0,18.305084745762713
0.0,18.64406779661017
0.0,18.983050847457626
0.0,19.322033898305083
0.0,19.66101694915254
0.0,20.0
0.0,20.0
0.3389830508474576,20.0
0.6779661016949152,20.0
1.0169491525423728,20.0
1.3559322033898304,20.0
1.694915254237288,20.0
2.0338983050847457,20.0
2.3728813559322033,20.0
2.711864406779661,20.0
3.0508474576271185,20.0
3.389830508474576,20.0
3.7288135593220337,20.0
4.067796610169491,20.0
4.406779661016949,20.0
4.745762711864407,20.0
5.084745762711864,20.0
5.423728813559322,20.0
5.762711864406779,20.0
6.101694915254237,20.0
6.440677966101695,20.0
6.779661016949152,20.0
7.11864406779661,20.0
7.4576271186440675,20.0
7.796610169491525,20.0
8.135593220338983,20.0
8.47457627118644,20.0
8.813559322033898,20.0
9.152542372881356,20.0
9.491525423728813,20.0
9.83050847457627,20.0
10.169491525423728,20.0
10.508474576271187,20.0
10.847457627118644,20.0
11.1864406779661,20.0
11.525423728813559,20.0
11.864406779661017,20.0
12.203389830508474,20.0
12.54237288135593,20.0
12.88135593220339,20.0
13.220338983050848,20.0
13.559322033898304,20.0
13.898305084745761,20.0
14.23728813559322,20.0
14.576271186440678,20.0
14.915254237288135,20.0
15.254237288135592,20.0
15.59322033898305,20.0
15.932203389830509,20.0
16.271186440677965,20.0
16.610169491525422,20.0
16.94915254237288,20.0
17.28813559322034,20.0
17.627118644067796,20.0
17.966101694915253,20.0
18.305084745762713,20.0
18.64406779661017,20.0
18.983050847457626,20.0
19.322033898305083,20.0
19.66101694915254,20.0
20.0,20.0
20.0,20.0
20.0,19.661016949152543
20.0,19.322033898305087
20.0,18.983050847457626
20.0,18.64406779661017
20.0,18.305084745762713
20.0,17.966101694915253
20.0,17.627118644067796
20.0,17.28813559322034
20.0,16.949152542372882
20.0,16.610169491525426
20.0,16.271186440677965
20.0,15.932203389830509
20.0,15.593220338983052
20.0,15.254237288135593
20.0,14.915254237288135
20.0,14.576271186440678
20.0,14.237288135593221
20.0,13.898305084745763
20.0,13.559322033898304
20.0,13.220338983050848
20.0,12.881355932203391
20.0,12.542372881355933
20.0,12.203389830508474
20.0,11.864406779661017
20.0,11.52542372881356
20.0,11.186440677966102
20.0,10.847457627118644
20.0,10.508474576271187
20.0,10.16949152542373
20.0,9.830508474576272
20.0,9.491525423728813
20.0,9.152542372881356
20.0,8.8135593220339
20.0,8.474576271186441
20.0,8.135593220338983
20.0,7.796610169491526
20.0,7.457627118644069
20.0,7.118644067796611
20.0,6.779661016949152
20.0,6.4406779661016955
20.0,6.101694915254239
20.0,5.76271186440678
20.0,5.423728813559322
20.0,5.084745762711865
20.0,4.745762711864408
20.0,4.40677966101695
20.0,4.067796610169491
20.0,3.7288135593220346
20.0,3.389830508474578
20.0,3.050847457627121
20.0,2.711864406779661
20.0,2.372881355932204
20.0,2.0338983050847474
20.0,1.6949152542372872
20.0,1.3559322033898304
20.0,1.0169491525423737
20.0,0.677966101694917
20.0,0.3389830508474603
20.0,0.0
